method,accuracy,DPD,EOD,OCF_violation,OCF_violation_ratio_spread,rho_AIAN_NH,TPR_AIAN_NH,FPR_AIAN_NH,PPV_AIAN_NH,pi_AIAN_NH,rho_Asian_NH,TPR_Asian_NH,FPR_Asian_NH,PPV_Asian_NH,pi_Asian_NH,rho_Black_NH,TPR_Black_NH,FPR_Black_NH,PPV_Black_NH,pi_Black_NH,rho_Hispanic,TPR_Hispanic,FPR_Hispanic,PPV_Hispanic,pi_Hispanic,rho_Other_NH,TPR_Other_NH,FPR_Other_NH,PPV_Other_NH,pi_Other_NH,rho_White_NH,TPR_White_NH,FPR_White_NH,PPV_White_NH,pi_White_NH,fold,model,auroc,brier
Unmitigated,0.6701698499941251,0.18660631397003724,0.20955629946552992,0.3404176473936826,1.0302203631789422,0.42338709677419356,0.5666666666666667,0.31285714285714283,0.5828571428571429,0.43548387096774194,0.48535936113575867,0.6337308347529813,0.4331133773245351,0.340036563071298,0.2604259094942325,0.4398445420750253,0.5718860070445085,0.2923076923076923,0.6861313868613139,0.5277120648867861,0.4939965694682676,0.6129123202706512,0.38938492063492064,0.5806623931623932,0.46800369441878875,0.4522202486678508,0.5813008130081301,0.35205047318611987,0.5616653574234093,0.4369449378330373,0.30739025549823035,0.4930103571226442,0.22355707785900517,0.49899753680472014,0.311123241358666,4,LogisticRegression,0.69287811007539,0.20320365501418244
DP,0.6627805266524799,0.0007699573518046843,0.08680703930770198,0.2247375338271197,0.6801327295806624,0.34838709677419355,0.48148148148148145,0.24571428571428572,0.6018518518518519,0.43548387096774194,0.34915705412599823,0.4957410562180579,0.2975404919016197,0.3697585768742058,0.2604259094942325,0.34859749915511995,0.47198206852385527,0.2107334525939177,0.7144934561318468,0.5277120648867861,0.3485948014249901,0.45841556244713844,0.251984126984127,0.615442846328539,0.46800369441878875,0.34849023090586145,0.46504065040650405,0.2580441640378549,0.583078491335372,0.4369449378330373,0.3485587505062422,0.5410606146358028,0.2616175042175758,0.48295023995958575,0.311123241358666,4,LogisticRegression,0.69287811007539,0.20320365501418244
EO,0.5917855790696763,0.079133547419585,0.046272736502581124,0.30399499719324635,0.919992952218551,0.5951612903225807,0.7296296296296296,0.49142857142857144,0.5338753387533876,0.43548387096774194,0.5501330967169477,0.7240204429301533,0.48890221955608876,0.34274193548387094,0.2604259094942325,0.6292666441365327,0.7544028178033941,0.4894454382826476,0.6326530612244898,0.5277120648867861,0.5946694814619343,0.7135607555680857,0.49007936507936506,0.5615708897270912,0.46800369441878875,0.5868561278863232,0.708130081300813,0.4927444794952681,0.5272397094430993,0.4369449378330373,0.5719392157208009,0.7531835417963665,0.49008230663054037,0.409716449616699,0.311123241358666,4,LogisticRegression,0.69287811007539,0.20320365501418244
Calibration,0.6938130736190713,0.5020380575346055,0.5719569212541342,0.2815673874468751,0.8521193257040551,0.4459677419354839,0.6018518518518519,0.32571428571428573,0.5877034358047016,0.43548387096774194,0.05102040816326531,0.11584327086882454,0.028194361127774445,0.591304347826087,0.2604259094942325,0.5530584656978709,0.6878001921229587,0.40250447227191416,0.6562786434463794,0.5277120648867861,0.4314553371157145,0.5522977163800394,0.32514880952380953,0.5990825688073395,0.46800369441878875,0.3559502664298401,0.47479674796747967,0.2637223974763407,0.5828343313373253,0.4369449378330373,0.13287316652286454,0.24998585092534947,0.07998057359030725,0.5853432282003711,0.311123241358666,4,LogisticRegression,0.69287811007539,0.20320365501418244
OCF,0.6727548076295417,0.2672861553925536,0.26130522512261345,0.00012594908975186735,0.0003395777916124221,0.43548387096774194,0.5833333333333334,0.32142857142857145,0.5833333333333334,0.43548387096774194,0.2604259094942325,0.3986371379897785,0.21175764847030593,0.3986371379897785,0.2604259094942325,0.5277120648867861,0.659942363112392,0.3799642218246869,0.659942363112392,0.5277120648867861,0.46800369441878875,0.5858471948125176,0.36433531746031744,0.5858471948125176,0.46800369441878875,0.4369449378330373,0.5609756097560976,0.34069400630914826,0.5609756097560976,0.4369449378330373,0.31122889190188585,0.4973682721150037,0.22716118807831912,0.4971994342291372,0.311123241358666,4,LogisticRegression,0.69287811007539,0.20320365501418244
Unmitigated,0.6745084728060785,0.2094530601389641,0.22019401080911466,0.3807177985482653,1.2227506778658044,0.4008230452674897,0.536723163841808,0.2953216374269006,0.5852156057494866,0.43703703703703706,0.4945831370701837,0.675146771037182,0.43734491315136476,0.32857142857142857,0.2406971267074894,0.4429380470224816,0.5741457124435848,0.29357798165137616,0.6900426191398683,0.5323494079286082,0.5135967162647511,0.6421787709497206,0.40441176470588236,0.5741758241758241,0.45920985120574653,0.4613170205109752,0.6025423728813559,0.35709818636647905,0.5546021840873635,0.42461317020510975,0.30414365612578703,0.49513853762715676,0.2171509023422501,0.5094546926502053,0.312937493404622,0,RandomForest,0.7037245710397662,0.20107443335069206
DP,0.6670017493929346,0.00045913595027102794,0.08497507227900836,0.24703504701936177,0.7934020220525612,0.34897119341563787,0.480225988700565,0.24707602339181287,0.6014150943396226,0.43703703703703706,0.3485633537447009,0.49706457925636005,0.3014888337468983,0.34324324324324323,0.2406971267074894,0.34854985412733824,0.4645390070921986,0.21651376146788992,0.7095027080256031,0.5323494079286082,0.34851205746536684,0.473463687150838,0.2424098671726755,0.6238498343761502,0.45920985120574653,0.3486865779057215,0.4745762711864407,0.2557848655409631,0.5779153766769866,0.42461317020510975,0.3485349467093461,0.5473500814927219,0.25798028926148725,0.49144673764949287,0.312937493404622,0,RandomForest,0.7037245710397662,0.20107443335069206
EO,0.6244027259197368,0.09728026361600106,0.05687896437331841,0.28026117333501077,0.9001143129677083,0.5374485596707819,0.687382297551789,0.42105263157894735,0.55895865237366,0.43703703703703706,0.47574187470560525,0.6634050880626223,0.4162531017369727,0.33564356435643566,0.2406971267074894,0.5730221383216063,0.7147001934235977,0.41174311926605506,0.6639712488769093,0.5323494079286082,0.5283478707029245,0.6578212290502793,0.41840607210626185,0.5717407137654771,0.45920985120574653,0.524289312702411,0.6703389830508475,0.4165103189493433,0.5428963623884695,0.42461317020510975,0.5111154103204474,0.7146630697465295,0.4184052220657878,0.4375623688104332,0.312937493404622,0,RandomForest,0.7037245710397662,0.20107443335069206
Calibration,0.6976161257474085,0.5415362613060305,0.6785036104476501,0.31473206153613337,1.0504052096808074,0.4641975308641975,0.6195856873822976,0.3435672514619883,0.5833333333333334,0.43703703703703706,0.002826189354686764,0.007827788649706457,0.0012406947890818859,0.6666666666666666,0.2406971267074894,0.5443624506607173,0.6863313990973565,0.38275229357798163,0.6711853720050441,0.5323494079286082,0.36390456644433045,0.4921787709497207,0.2549810246679317,0.6210786041593233,0.45920985120574653,0.3864699532205829,0.5211864406779662,0.2870544090056285,0.5726256983240223,0.42461317020510975,0.1352492173484822,0.2585286348564042,0.07909893766798926,0.5981794538361509,0.312937493404622,0,RandomForest,0.7037245710397662,0.20107443335069206
OCF,0.6780725345309278,0.2911812496620043,0.3159599071869547,0.000609318505503591,0.001956947162426559,0.43703703703703706,0.5819209039548022,0.32456140350877194,0.5819209039548022,0.43703703703703706,0.24116815826660387,0.35812133072407043,0.20409429280397023,0.357421875,0.2406971267074894,0.5323494079286082,0.6740812379110251,0.3710091743119266,0.6740812379110251,0.5323494079286082,0.45933812211390457,0.5899441340782123,0.34843453510436434,0.5897793912314996,0.45920985120574653,0.42461317020510975,0.5627118644067797,0.3227016885553471,0.5627118644067797,0.42461317020510975,0.3130254317774104,0.5064913168099815,0.2249072059388199,0.5063490279806719,0.312937493404622,0,RandomForest,0.7037245710397662,0.20107443335069206
Unmitigated,0.6773022794328833,0.21734813179993473,0.24766777408637874,0.38544156577419186,1.2272616474641271,0.4493464052287582,0.6011029411764706,0.32794117647058824,0.5945454545454546,0.4444444444444444,0.5051020408163265,0.632768361581921,0.4633846153846154,0.3085399449035813,0.24628942486085342,0.443011861784425,0.5928411633109619,0.26860119047619047,0.7198292588280947,0.5379061371841155,0.5199329118823378,0.648314606741573,0.4108804581245526,0.5727047146401986,0.4592955747645465,0.4432773109243697,0.6052009456264775,0.31379962192816635,0.6066350710900474,0.44432773109243695,0.3025847800824031,0.495018115942029,0.21571684129823665,0.5088158277567646,0.3110187695883368,1,RandomForest,0.7041764463874829,0.2007758507454955
DP,0.6695475077678268,0.00029826288839768234,0.10413644688644688,0.24122350404008994,0.7680654637769868,0.3488562091503268,0.4889705882352941,0.23676470588235293,0.6229508196721312,0.4444444444444444,0.34879406307977734,0.5009416195856874,0.2990769230769231,0.3537234042553192,0.24628942486085342,0.3486333161423414,0.48066474912112495,0.1949404761904762,0.7416173570019724,0.5379061371841155,0.34860018062185527,0.4688202247191011,0.24648055356716775,0.6176905995558846,0.4592955747645465,0.3487394957983193,0.49487785657998423,0.2318840579710145,0.6305220883534136,0.44432773109243695,0.3485579462619291,0.5497056159420289,0.257756197291081,0.49050313194584766,0.3110187695883368,1,RandomForest,0.7041764463874829,0.2007758507454955
EO,0.6620407843546829,0.12805168014038565,0.12683787351060705,0.16828824099150427,0.541821134598701,0.4215686274509804,0.5643382352941176,0.3073529411764706,0.5949612403100775,0.4444444444444444,0.3515769944341373,0.5065913370998116,0.3009230769230769,0.3548812664907652,0.24628942486085342,0.47962867457452296,0.6334292106104187,0.3005952380952381,0.7103942652329749,0.5379061371841155,0.4067862211327571,0.5308988764044944,0.3013600572655691,0.5994291151284491,0.4592955747645465,0.4264705882352941,0.5862884160756501,0.29867674858223064,0.6108374384236454,0.44432773109243695,0.39439025249146037,0.6017889492753623,0.30076667518527983,0.47457475780168756,0.3110187695883368,1,RandomForest,0.7041764463874829,0.2007758507454955
Calibration,0.6985038773858325,0.5093272294149034,0.6341839507577194,0.2880811328398011,0.917262062751768,0.4223856209150327,0.5790441176470589,0.29705882352941176,0.6092843326885881,0.4444444444444444,0.013450834879406308,0.04143126177024482,0.0043076923076923075,0.7586206896551724,0.24628942486085342,0.5227780642943097,0.6756152125279642,0.34486607142857145,0.6951660637948044,0.5379061371841155,0.35453489872274546,0.47696629213483144,0.25053686471009307,0.6179039301310044,0.4592955747645465,0.30497198879551823,0.4515366430260047,0.18777567737870196,0.6578645235361653,0.44432773109243695,0.14858963975067788,0.27751358695652173,0.09039100434449272,0.5808745111980093,0.3110187695883368,1,RandomForest,0.7041764463874829,0.2007758507454955
OCF,0.6807227342750464,0.2916167123232621,0.3271365194923379,0.0,0.0,0.4444444444444444,0.59375,0.325,0.59375,0.4444444444444444,0.24628942486085342,0.3615819209039548,0.20861538461538462,0.3615819209039548,0.24628942486085342,0.5379061371841155,0.6887184403962927,0.36235119047619047,0.6887184403962927,0.5379061371841155,0.4592955747645465,0.5865168539325842,0.35122882366976854,0.5865168539325842,0.4592955747645465,0.44432773109243695,0.607565011820331,0.31379962192816635,0.607565011820331,0.44432773109243695,0.3110187695883368,0.5061141304347826,0.22294914387937645,0.5061141304347826,0.3110187695883368,1,RandomForest,0.7041764463874829,0.2007758507454955
Unmitigated,0.6769194615977127,0.23015997837082736,0.23212019058029265,0.385011358559433,1.283463856217873,0.44426362896663957,0.599624060150376,0.32568149210903874,0.5842490842490843,0.43287225386493083,0.4910546139359699,0.6374745417515275,0.4470300061236987,0.3000958772770853,0.23116760828625235,0.453551912568306,0.6052548274770497,0.27586206896551724,0.7198795180722891,0.5394467213114754,0.5305911266330359,0.6574384787472036,0.4214199759326113,0.5731350560702096,0.46255335661622043,0.4604519774011299,0.6223107569721116,0.3316423589093215,0.5989263803680982,0.4431497175141243,0.3004311482622085,0.4897359045410847,0.21490981554340605,0.5072633552014996,0.3111834579850418,2,RandomForest,0.7058572302196408,0.20028566423817634
DP,0.6696998576967766,0.0006223405674345428,0.126288287024139,0.2581027635093745,0.8604046628486549,0.3482506102522376,0.48872180451127817,0.24103299856527977,0.6074766355140186,0.43287225386493083,0.3483992467043315,0.46435845213849286,0.31353337415799143,0.3081081081081081,0.23116760828625235,0.3488729508196721,0.48686293130737573,0.18724508713385243,0.7528144884973079,0.5394467213114754,0.34859655930668737,0.47063758389261745,0.24356197352587244,0.6244897959183674,0.46255335661622043,0.3485169491525424,0.49800796812749004,0.22954977805960686,0.6332320162107397,0.4431497175141243,0.34852617685877696,0.5492846236498332,0.2578304634408053,0.4904317091643524,0.3111834579850418,2,RandomForest,0.7058572302196408,0.20028566423817634
