model,method,accuracy_mean,accuracy_std,DPD_mean,DPD_std,EOD_mean,EOD_std,OCF_violation_mean,OCF_violation_std,OCF_violation_ratio_spread_mean,OCF_violation_ratio_spread_std,rho_AIAN_NH_mean,rho_AIAN_NH_std,TPR_AIAN_NH_mean,TPR_AIAN_NH_std,FPR_AIAN_NH_mean,FPR_AIAN_NH_std,PPV_AIAN_NH_mean,PPV_AIAN_NH_std,pi_AIAN_NH_mean,pi_AIAN_NH_std,rho_Asian_NH_mean,rho_Asian_NH_std,TPR_Asian_NH_mean,TPR_Asian_NH_std,FPR_Asian_NH_mean,FPR_Asian_NH_std,PPV_Asian_NH_mean,PPV_Asian_NH_std,pi_Asian_NH_mean,pi_Asian_NH_std,rho_Black_NH_mean,rho_Black_NH_std,TPR_Black_NH_mean,TPR_Black_NH_std,FPR_Black_NH_mean,FPR_Black_NH_std,PPV_Black_NH_mean,PPV_Black_NH_std,pi_Black_NH_mean,pi_Black_NH_std,rho_Hispanic_mean,rho_Hispanic_std,TPR_Hispanic_mean,TPR_Hispanic_std,FPR_Hispanic_mean,FPR_Hispanic_std,PPV_Hispanic_mean,PPV_Hispanic_std,pi_Hispanic_mean,pi_Hispanic_std,rho_Other_NH_mean,rho_Other_NH_std,TPR_Other_NH_mean,TPR_Other_NH_std,FPR_Other_NH_mean,FPR_Other_NH_std,PPV_Other_NH_mean,PPV_Other_NH_std,pi_Other_NH_mean,pi_Other_NH_std,rho_White_NH_mean,rho_White_NH_std,TPR_White_NH_mean,TPR_White_NH_std,FPR_White_NH_mean,FPR_White_NH_std,PPV_White_NH_mean,PPV_White_NH_std,pi_White_NH_mean,pi_White_NH_std,auroc_mean,auroc_std,brier_mean,brier_std
RandomForest,Calibration,0.6872377256273687,0.001155627401130908,0.5648810624669987,0.028034394260339164,0.6738307242815662,0.037784163192064076,0.2950820767202611,0.019532668714232072,0.9925314725550273,0.0772125933937977,0.4762301766795563,0.022608637689459213,0.604090935698651,0.018785245934113945,0.3536735293418972,0.029024564954519508,0.6211934299565944,0.01629283231962713,0.4892754268854089,0.005677677820888528,0.01595765221413891,0.00967821363524349,0.03760219319874327,0.021574984934139924,0.008921534141166861,0.005989914938575154,0.5820281472913051,0.07039690888669503,0.24476858231773577,0.0022346051186906543,0.5808387146811373,0.018977133265444993,0.7114329174803093,0.016588399096573628,0.4131018856872303,0.022403084102239755,0.6889526044962662,0.006117022988235123,0.5623217056295033,0.00299829166170077,0.40177824073078233,0.024332444822829216,0.5240981418596959,0.025754317241555833,0.29170971768979376,0.02293157002003105,0.6182025944277976,0.007429741645271972,0.47360785135994854,0.0020842024911834765,0.4118773971521973,0.06502162878281786,0.556287056409132,0.0707090838351323,0.2897020419086056,0.062192248615951934,0.6222607089872574,0.02714670083738952,0.45830832636044,0.005362368475893033,0.13763868221341116,0.00778186150687687,0.25248137183448355,0.011272861560951372,0.08202190185267344,0.006206037971198643,0.5989452233360908,0.008760358389029044,0.3262736836797385,0.00026820435532661077,0.6954179807081431,0.0005446970969062582,0.20643549999652522,9.999589871305351e-05
RandomForest,DP,0.6566160998504252,0.00045983253520950527,0.0026037808781843143,0.0024306321240685795,0.12082741838593818,0.005757939811881448,0.2581540417466133,0.002965739626256464,0.8513039704205758,0.013542917362323357,0.3649539355789043,0.00025658798910942687,0.4741438327144844,0.015847394497562266,0.26017278150740364,0.016638424891892822,0.6357747165434194,0.025563549901227275,0.4892754268854089,0.005677677820888528,0.36719658603571764,0.0025773683379072742,0.4966720144081185,0.011745129862352193,0.32522814948650736,0.002369148180114144,0.3310536336271924,0.007120365487871834,0.24476858231773577,0.0022346051186906543,0.36491082022963744,0.00010666070204061892,0.48984667866985276,0.0043496174592050196,0.2044007311005692,0.005174781714216423,0.7548343426839565,0.006615955047283138,0.5623217056295033,0.00299829166170077,0.3649100963672766,2.2243292471639257e-05,0.4817350863471077,0.003147311749121744,0.2597910894914457,0.003167491642695788,0.6252361998911335,0.005422638295581782,0.47360785135994854,0.0020842024911834765,0.36487788253699965,6.75535403552653e-05,0.49916374401923463,0.013352050212510961,0.2512506751631758,0.011255787138923699,0.6269701051462305,0.01782887649482438,0.45830832636044,0.005362368475893033,0.36498531848431404,0.00019516713738327543,0.551428205704131,0.002761574778981582,0.27469354827952774,0.0011414866854722531,0.4929416276421509,0.002457161259210777,0.3262736836797385,0.00026820435532661077,0.6954179807081431,0.0005446970969062582,0.20643549999652522,9.999589871305351e-05
RandomForest,EO,0.5983448044738415,0.019551919070859496,0.10615563438956414,0.009118857138999036,0.08154115468464473,0.017014532533473983,0.3143112743821048,0.04643243378315652,1.0366492777542784,0.15477066774894888,0.5982433082083037,0.04801901901809685,0.7160902791110704,0.04132563905961045,0.48537999387628217,0.05453139283797372,0.5867102288380938,0.014248608507013939,0.4892754268854089,0.005677677820888528,0.5306761934284057,0.056996619207871003,0.6782753886788828,0.06032018049862284,0.4828442015447118,0.05636267049084423,0.31351273479576935,0.008192539130060914,0.24476858231773577,0.0022346051186906543,0.6368318278179698,0.048833721977589874,0.7571358018797321,0.04418609054136377,0.48218553274437354,0.056822582457659726,0.6695707947837425,0.015993648422874342,0.5623217056295033,0.00299829166170077,0.58778431272996,0.05376336312028292,0.704987113180754,0.049102785657336306,0.4823465419842307,0.05762898422032465,0.5691711119812767,0.01181618299069012,0.47360785135994854,0.0020842024911834765,0.5991496242943133,0.055062868119417026,0.7374972848695085,0.05536418492170295,0.48203469206209143,0.05729986462841353,0.5651665918730243,0.01693015310916931,0.45830832636044,0.005362368475893033,0.5681964087558042,0.05336971896780626,0.7453155885235621,0.04541287485982301,0.4824215426178736,0.05727761016940535,0.4293332515680877,0.014475356933684402,0.3262736836797385,0.00026820435532661077,0.6954179807081431,0.0005446970969062582,0.20643549999652522,9.999589871305351e-05
RandomForest,OCF,0.6674168560403031,0.0011009022485967386,0.3162741405050999,0.003874401992176901,0.33433927224679605,0.0072589353619075675,0.0017214412652062183,0.0015853484813872429,0.0057421279933969945,0.005422945768106434,0.4892754268854089,0.005677677820888528,0.610773330003847,0.012984981525091208,0.37280858940695005,0.010086261323224079,0.610773330003847,0.012984981525091208,0.4892754268854089,0.005677677820888528,0.24614954010913737,0.0033195745278820675,0.3586085679351943,0.007458592833552445,0.2096943632751596,0.002821846628320038,0.35659160095211073,0.006210189690611659,0.24476858231773577,0.0022346051186906543,0.5624236806142373,0.0030936491708245476,0.6929478401819903,0.004052891561521285,0.3947608981072891,0.007280856260779386,0.6928234524970973,0.004156779548574993,0.5623217056295033,0.00299829166170077,0.47370242263316903,0.0020824510003146684,0.5946510575414402,0.004440295940534822,0.3648702031228871,0.002962100970499615,0.5945328702776245,0.004511236366840156,0.47360785135994854,0.0020842024911834765,0.45830832636044,0.005362368475893033,0.6003203481252389,0.015545812249548345,0.33818290638878407,0.013771812804889438,0.6003203481252389,0.015545812249548345,0.45830832636044,0.005362368475893033,0.32639769823113557,0.00034194336839779506,0.5069669655288968,0.002550930120532932,0.23895040160689135,0.0009524834982147321,0.5067737911676137,0.0024147615229773733,0.3262736836797385,0.00026820435532661077,0.6954179807081431,0.0005446970969062582,0.20643549999652522,9.999589871305351e-05
RandomForest,Unmitigated,0.6650138662577623,0.0007439936428591476,0.22520837824787537,0.005667408578113542,0.2153032626680505,0.01159817570720798,0.3509190752325587,0.01620857242382402,1.1568878718356794,0.047611580401068415,0.4447488034577926,0.011202887204696697,0.5675917022258454,0.018889050983363104,0.3269778257240882,0.014297655227685396,0.6244297444858339,0.016293600619328465,0.4892754268854089,0.005677677820888528,0.488770016824785,0.014169315330467776,0.6282014385152134,0.01719808189502637,0.44356539871989764,0.013944075833455074,0.314650288100017,0.005821793800506328,0.24476858231773577,0.0022346051186906543,0.4722609697526853,0.0028772949103126858,0.6085119261451597,0.0031287565579080777,0.2972156527814089,0.006229596173623588,0.7245662606768375,0.004928255669023321,0.5623217056295033,0.00299829166170077,0.5424824912703246,0.004323083482553426,0.6626589362208117,0.005357767064097736,0.43434738750087265,0.006293516998211302,0.5785411954775478,0.004910390568166836,0.47360785135994854,0.0020842024911834765,0.4598869223912551,0.007682887297066473,0.601473469563788,0.019582937793063707,0.3401260447254811,0.011306133479302347,0.599307280837689,0.014168052450327694,0.45830832636044,0.005362368475893033,0.3172741130224492,0.0013983981832282801,0.4960169968507002,0.0026864346481942744,0.23071158446504084,0.0017468896427389803,0.5100903999840691,0.002560423270624474,0.3262736836797385,0.00026820435532661077,0.6954179807081431,0.0005446970969062582,0.20643549999652522,9.999589871305351e-05
XGBoost,Calibration,0.6879413481983395,0.001461889350269315,0.5820835348442887,0.031192153323641166,0.6930234323374282,0.03518267815467207,0.3058635120915906,0.018128619355517354,1.0138593770506676,0.06690379732584052,0.4402194288084467,0.07822960841382878,0.5663713650543917,0.07979505291496448,0.31935110275274214,0.07899344487589888,0.6348487272487315,0.03653739955471348,0.4892754268854089,0.005677677820888528,0.011432078319916184,0.004445612046379239,0.029731068274911936,0.010938804308351953,0.005491774671352268,0.0023693131901227605,0.6424931600547195,0.03561870628760962,0.24476858231773577,0.0022346051186906543,0.593515613164205,0.027121733720542635,0.7227545006123401,0.024856713622510063,0.4275172836660074,0.030499554066429065,0.6851194271152918,0.007832196315751952,0.5623217056295033,0.00299829166170077,0.45773142897381514,0.042758499559699376,0.5896488034309593,0.04537227845857583,0.3390505327841003,0.040646933380057475,0.6110091321013348,0.010529627020338172,0.47360785135994854,0.0020842024911834765,0.3849234560913833,0.04391382071707148,0.5303220589197357,0.055266706156442566,0.2619219448063971,0.03824036876168167,0.6324172402328803,0.019689543456640972,0.45830832636044,0.005362368475893033,0.14981802979043507,0.014083735185505139,0.2710111852958989,0.020486476582821454,0.09112830801258757,0.011043904026010241,0.5912314114453532,0.011272591518492784,0.3262736836797385,0.00026820435532661077,0.6972860991081251,0.000665048497762397,0.20580488677774475,0.00021593762491692398
XGBoost,DP,0.657647406820357,0.0007928865853550228,0.0010916373485305275,0.0004284953141827011,0.11366816804541066,0.005269051472315629,0.25597882896091223,0.002849530085946365,0.8441467720898492,0.0142823536304879,0.3649539355789043,0.00025658798910942687,0.47683840178641884,0.012707810530682581,0.25773736820777754,0.012794503447409762,0.6392833566478042,0.018956479978299967,0.4892754268854089,0.005677677820888528,0.365562565451165,0.00037454421775830426,0.49979464265725326,0.0070978780875461086,0.3220630056262105,0.002499654443581213,0.33463838777674193,0.005204712801343082,0.24476858231773577,0.0022346051186906543,0.36521037090362646,0.0007035713416612598,0.4872697225316552,0.003726271565408758,0.20839483758079985,0.004713533268224285,0.7502514993188941,0.005981532303780412,0.5623217056295033,0.00299829166170077,0.3649100963672766,2.2243292471639257e-05,0.4862947103957672,0.0028577821920510696,0.2557059182979219,0.0022212740874209117,0.6311408710951698,0.0031645011980387257,0.47360785135994854,0.0020842024911834765,0.36494526798174365,0.00015701591784197076,0.49885711384436365,0.01542294123665463,0.2516576768360875,0.012896460479624942,0.6264547124471386,0.019791823868540146,0.45830832636044,0.005362368475893033,0.36495764116488455,5.261094769258595e-05,0.5528395742848554,0.0026072075436177743,0.2739695068172153,0.0013583469333679399,0.4942415289752387,0.002487353947572752,0.3262736836797385,0.00026820435532661077,0.6972860991081251,0.000665048497762397,0.20580488677774475,0.00021593762491692398
XGBoost,EO,0.6145179176127928,0.022261688588936616,0.11224012742562976,0.0080034065092582,0.09086208894647302,0.013394722141717419,0.2781851232893851,0.05580838461556408,0.9203875120557375,0.17872900230600544,0.5513538113172285,0.08262551328971417,0.6698008075101345,0.09067005450493208,0.4378592369623403,0.07540069531827634,0.5961957354746803,0.014587216257981293,0.4892754268854089,0.005677677820888528,0.48386084751780223,0.07449883687704445,0.6316373627662324,0.07252593597381717,0.4359730506658419,0.0754803019906711,0.3221805510204553,0.01848648840604229,0.24476858231773577,0.0022346051186906543,0.5961009749434318,0.06901217767283178,0.7217430088166403,0.0634280522948562,0.4346931186019562,0.07698515827579755,0.6835755009976008,0.024471825585876038,0.5623217056295033,0.00299829166170077,0.5509597317007472,0.07376892529557944,0.6806474368573284,0.07237470434424402,0.43427456198882847,0.07550429890819167,0.5878813805053762,0.021788694387336625,0.47360785135994854,0.0020842024911834765,0.5564049919528598,0.0806394405854018,0.697646406494266,0.0874902228792925,0.4368828987618971,0.07509091011463527,0.5768168479538687,0.01608927030328106,0.45830832636044,0.005362368475893033,0.5242996883809382,0.07488957109075381,0.7065082720229572,0.07193621859265639,0.4360594871549286,0.07634848678957808,0.44301711261023674,0.023594134602259464,0.3262736836797385,0.00026820435532661077,0.6972860991081251,0.000665048497762397,0.20580488677774475,0.00021593762491692398
XGBoost,OCF,0.6689079334477956,0.0006576413331648795,0.316107122408017,0.004621183611224559,0.33362662604565585,0.008022722474921848,0.0021543163980878998,0.0034228318241975777,0.006859700527453017,0.01132539521880228,0.4892754268854089,0.005677677820888528,0.609786250939876,0.01256879682970398,0.3738231729358649,0.011842889170605763,0.609786250939876,0.01256879682970398,0.4892754268854089,0.005677677820888528,0.24621458322148637,0.004207743431145743,0.3586147541022894,0.007701255187011994,0.209775003244654,0.003088961998248077,0.3565005739848713,0.005131469576255958,0.24476858231773577,0.0022346051186906543,0.5623217056295033,0.00299829166170077,0.6922413801479452,0.0032914839423351526,0.3954298945479378,0.00603315634759885,0.6922413801479452,0.0032914839423351526,0.5623217056295033,0.00299829166170077,0.4736550354139368,0.0020483625112874713,0.6040311956620444,0.004208774278651788,0.3563676330548383,0.005062236626803183,0.6039709959961106,0.004232962049570785,0.47360785135994854,0.0020842024911834765,0.45830832636044,0.005362368475893033,0.6017851625618238,0.017245921827791097,0.33691082652841337,0.014405328848159751,0.6017851625618238,0.017245921827791097,0.45830832636044,0.005362368475893033,0.326579857854311,0.000515414396186968,0.5084001246143076,0.0015401510228519584,0.23852727393505155,0.001359298661779641,0.5079264451595237,0.0022115948835701995,0.3262736836797385,0.00026820435532661077,0.6972860991081251,0.000665048497762397,0.20580488677774475,0.00021593762491692398
XGBoost,Unmitigated,0.6665811485598965,0.00048689352812343736,0.1878253016191482,0.002529071938839246,0.17694328653336377,0.015389894852946924,0.29217660378649585,0.013179716100229348,0.9725392175942315,0.04331464517772734,0.434512049642393,0.013223978043150808,0.5511684632949614,0.016068721784868106,0.3227034619636434,0.02063211325269152,0.620874432296865,0.01786679059239647,0.4892754268854089,0.005677677820888528,0.45317481580171703,0.012970151138740128,0.5850653468669799,0.01096955454027282,0.4104578006453413,0.014412141667681544,0.3160919224411028,0.004009512727970963,0.24476858231773577,0.0022346051186906543,0.49933348348958556,0.001753886220127347,0.631932734455684,0.00488232354068451,0.32900800813665054,0.008235234632872769,0.7116466793843791,0.006075204250644404,0.5623217056295033,0.00299829166170077,0.508913004582414,0.001839957421746253,0.6394298420515853,0.0021120264155230495,0.3914855545326622,0.004790883094271311,0.5950789194102117,0.004052991369257441,0.47360785135994854,0.0020842024911834765,0.45906183412258245,0.00913697476570874,0.601733688913344,0.021268044860772942,0.3383312942984615,0.011827209822099553,0.6006513359474162,0.015713164454810108,0.45830832636044,0.005362368475893033,0.3210877029632659,0.0007615854388484015,0.5019181424382172,0.0016768826605696458,0.2335145141119775,0.0012794950465263835,0.5100271350518389,0.002007799842068987,0.3262736836797385,0.00026820435532661077,0.6972860991081251,0.000665048497762397,0.20580488677774475,0.00021593762491692398
