c,accuracy,DPD,OCF_violation,rho_AIAN_NH,TPR_AIAN_NH,FPR_AIAN_NH,PPV_AIAN_NH,rho_Asian_NH,TPR_Asian_NH,FPR_Asian_NH,PPV_Asian_NH,rho_Black_NH,TPR_Black_NH,FPR_Black_NH,PPV_Black_NH,rho_Hispanic,TPR_Hispanic,FPR_Hispanic,PPV_Hispanic,rho_Other_NH,TPR_Other_NH,FPR_Other_NH,PPV_Other_NH,rho_White_NH,TPR_White_NH,FPR_White_NH,PPV_White_NH,TPR_high_burden,rho_high_burden,model
0.5,0.6782633434601042,0.15871922440269534,0.00010316020627531865,0.24473026080743124,0.3413654618473896,0.1521511017838405,0.6824817518248175,0.12243767313019391,0.1965296114673708,0.09842279007213596,0.3929110105580694,0.28115689753288925,0.3865341112037147,0.14577437858508605,0.7730682224074295,0.23690897432852834,0.33540590683447824,0.14829017414057566,0.6705092221331195,0.2291350531107739,0.34015653220951236,0.13521772345301758,0.6803130644190247,0.16315412975293017,0.28998629703805207,0.10173151333857415,0.5799114671163575,0.3865341112037147,0.28115689753288925,XGBoost
0.55,0.6790761946372144,0.17464989600945016,9.717023921027947e-05,0.26920328688817435,0.3683826213946696,0.17418677859391396,0.6695421366954214,0.13462603878116344,0.21463598642021878,0.10869299425357623,0.39026063100137176,0.3092759347906136,0.4211215620907251,0.16558317399617592,0.7656672800086589,0.2605143793488328,0.3634357920072206,0.16791482450600018,0.6607110300820419,0.2520347634156435,0.3667971101745936,0.1549528902470079,0.6669403393541324,0.1794523468882408,0.31431432486560557,0.11414103257817844,0.5714751145096686,0.4211215620907251,0.3092759347906136,XGBoost
0.6,0.679474999745984,0.19049632054243543,0.00013428930171383895,0.2936763129689175,0.39978094194961666,0.19202518363064008,0.666058394160584,0.14699907663896583,0.23349679366276876,0.1189631984350165,0.3888190954773869,0.33749539718140126,0.4554113584950589,0.1860038240917782,0.7587780202340806,0.2841910280462609,0.392719249862107,0.1865469638184607,0.6544664494025236,0.2750034487515519,0.39388922335942206,0.17443340972752738,0.6563832455480311,0.19576432069553734,0.3374617898176452,0.1271426967095121,0.562436316362742,0.4554113584950589,0.33749539718140126,XGBoost
0.65,0.6797112346193316,0.2065193282526067,0.00033560111559922647,0.3181493390496606,0.4275282949981745,0.21336131514515566,0.6574957888826501,0.15909510618651893,0.25122595247076573,0.12923340261645677,0.3865351131746953,0.3656144344391256,0.48791522800333376,0.20848948374760995,0.7504120124519319,0.30784392885131445,0.42155142155142156,0.20554001624108995,0.6485381470338656,0.2982480342116154,0.42248645394340756,0.19314998726763433,0.6491674375578168,0.21231359709459088,0.36106250658796246,0.1402770829717506,0.5548644183108173,0.48791522800333376,0.3656144344391256,XGBoost
0.7,0.6792413050325649,0.22232418871159065,0.0002582839291466924,0.342443729903537,0.4556407447973713,0.23399790136411333,0.651017214397496,0.1713758079409049,0.2659373821199547,0.1407262501528304,0.3798491379310345,0.39369999665249555,0.5210144064769615,0.2301338432122371,0.7441544086387212,0.33152057754874253,0.4473750188035902,0.22728503112875575,0.6391117478510029,0.3208028693612912,0.45003010234798313,0.211484593837535,0.6428725005375188,0.2285980575579156,0.3834194160430062,0.1536207618250314,0.5472475891016865,0.5210144064769615,0.39369999665249555,XGBoost
0.75,0.6786240461699469,0.23816252421492906,0.0001117133535952335,0.3669167559842801,0.4786418400876232,0.2598810772997552,0.6382667964946446,0.18365650969529085,0.28178046020369674,0.15185230468272404,0.3755656108597285,0.4218190339102199,0.5518514108822479,0.25476099426386234,0.735655900325371,0.3552447220309198,0.4756054756054756,0.24695479563295136,0.6340664482919981,0.34370257966616086,0.47561709813365444,0.2321110262286733,0.6341561308448725,0.2447071204534199,0.40539685885949195,0.16688787021817478,0.5405253467879078,0.5518514108822479,0.4218190339102199,XGBoost
0.8,0.6774479521230656,0.25409319582168394,0.0002198898471173113,0.39138978206502323,0.5049288061336255,0.2826162994053865,0.6312186216339571,0.19584487534626038,0.2964918898528857,0.16322288788360434,0.37057991513437055,0.4499380711679443,0.5829265388736754,0.27908221797323135,0.7285172234208764,0.3788976228359733,0.5022815022815023,0.2678877560227375,0.6278282670009402,0.3666022899710305,0.50105358217941,0.25286478227654696,0.6263405456255879,0.2612013701645298,0.4270159165173395,0.18090026442332235,0.5333974114208219,0.5829265388736754,0.4499380711679443,XGBoost
0.8500000000000001,0.6761321492801187,0.2697387700885426,0.00019648330885359196,0.41586280814576637,0.5308506754289887,0.30570129415879677,0.6245704467353952,0.2082179132040628,0.31459826480573366,0.1737376207360313,0.3698447893569845,0.4779566832926054,0.6120966781759734,0.30562141491395795,0.7201288695895783,0.4025742715334014,0.5281552424409567,0.28958765677163223,0.621342614440774,0.3895709753069389,0.5276941601444912,0.2727272727272727,0.6207507082152974,0.27735858141198483,0.4481711816169495,0.19463700497197522,0.5272111795851054,0.6120966781759734,0.4779566832926054,XGBoost
0.9,0.67425497109298,0.2857952528430683,4.069957669279545e-05,0.44033583422650946,0.5578678349762687,0.3277369709688702,0.6198782961460446,0.2203139427516159,0.32817804602036965,0.18535273260789828,0.36462699077954736,0.5061091955946841,0.6387069889272532,0.33575525812619506,0.7096368807460811,0.4262509202308295,0.5539286967858397,0.31137778579806913,0.6154660426764722,0.41247068561180855,0.5543347381095726,0.29246243952126305,0.6158862876254181,0.2936499202113025,0.4689364393380415,0.20876170251865767,0.5210343858334114,0.6387069889272532,0.5061091955946841,XGBoost
0.95,0.671704650524797,0.30163358834640663,6.549443634715152e-05,0.4648088603072526,0.5823293172690763,0.3522210563133963,0.6129900076863951,0.23259464450600184,0.34552998868351564,0.19598972979581855,0.36363636363636365,0.5342282328524085,0.665674485057745,0.3653537284894837,0.7006704680744408,0.44992756892825764,0.5793010078724364,0.33352882793467475,0.6097857067454872,0.43537039591667814,0.5781155930162553,0.3146167557932264,0.6085234474017744,0.309961894018599,0.48853167492357963,0.223483649654412,0.5142410154559677,0.665674485057745,0.5342282328524085,XGBoost
