c,accuracy,DPD,OCF_violation,rho_AIAN_NH,TPR_AIAN_NH,FPR_AIAN_NH,PPV_AIAN_NH,rho_Asian_NH,TPR_Asian_NH,FPR_Asian_NH,PPV_Asian_NH,rho_Black_NH,TPR_Black_NH,FPR_Black_NH,PPV_Black_NH,rho_Hispanic,TPR_Hispanic,FPR_Hispanic,PPV_Hispanic,rho_Other_NH,TPR_Other_NH,FPR_Other_NH,PPV_Other_NH,rho_White_NH,TPR_White_NH,FPR_White_NH,PPV_White_NH,TPR_high_burden,rho_high_burden,model
0.5,0.6780144077871143,0.15871922440269534,8.493531796980341e-05,0.24473026080743124,0.33953997809419495,0.15389996502273523,0.6788321167883211,0.12243767313019391,0.1965296114673708,0.09842279007213596,0.3929110105580694,0.28115689753288925,0.3861173949279676,0.1463097514340344,0.7722347898559352,0.23683773065140468,0.33565662137090707,0.14792926103040693,0.6712122731374712,0.2291350531107739,0.34030704394942807,0.13509039979628215,0.6806140878988561,0.16313693391294778,0.28949088225993463,0.10194591062695893,0.5789817645198693,0.3861173949279676,0.28115689753288925,MLP
0.55,0.6786494477692315,0.17464989600945016,9.065902209333084e-05,0.26920328688817435,0.3723986856516977,0.17033927946834557,0.6768414067684141,0.13462603878116344,0.2104866088268578,0.11003790194400294,0.38271604938271603,0.3092759347906136,0.42135968567686627,0.16527724665391968,0.7661002272973265,0.26049063145645823,0.36403750689464975,0.167328340701976,0.6618652566323274,0.2521037384466823,0.36845273931366646,0.15367965367965367,0.6697674418604651,0.1794523468882408,0.31314430273005167,0.11470765398319534,0.5693478219206961,0.42135968567686627,0.3092759347906136,MLP
0.6,0.6791371584754976,0.1903035593059557,0.00027096157046499085,0.2936763129689175,0.40014603870025556,0.19167541098286114,0.6666666666666666,0.14709141274238227,0.22859298377970577,0.12067489913192322,0.3804143126177024,0.33739497204833796,0.4543398023574235,0.187151051625239,0.7572179779740054,0.28416728015388637,0.3934212505641077,0.18587025173689434,0.6556911248537522,0.2750034487515519,0.39614689945815773,0.17252355487649607,0.6601454727865563,0.19576432069553734,0.3367555602403289,0.12748471143145923,0.5612592670672147,0.4543398023574235,0.33739497204833796,MLP
0.65,0.6789339456812201,0.2064189031195434,0.00010210643001471112,0.3181493390496606,0.4275282949981745,0.21336131514515566,0.6574957888826501,0.15909510618651893,0.24745379102225576,0.13045604597139016,0.3807312826465467,0.3655140093060623,0.4872603881414454,0.20910133843212236,0.7496107702170528,0.30784392885131445,0.42160156445870733,0.20549490210231885,0.6486152896706009,0.29790315905642156,0.4226369656833233,0.1923860453272218,0.6501504978004168,0.21207973367083036,0.3592494993148519,0.14080797149537003,0.5526870560762819,0.4872603881414454,0.3655140093060623,MLP
0.7,0.6785453012121643,0.22225723862288177,0.00018543744583439275,0.342443729903537,0.45454545454545453,0.23504721930745015,0.6494522691705791,0.1713758079409049,0.26367408525084873,0.14145983616579044,0.3766163793103448,0.39363304656378667,0.5197642576497202,0.2315869980879541,0.7424951101284123,0.33152057754874253,0.448277591134734,0.22647297663087612,0.6404011461318052,0.3209408194233687,0.45018061408789883,0.21161191749427044,0.6428110896196002,0.2283917074781269,0.38177506060925476,0.15411081276991087,0.5453929437275068,0.5197642576497202,0.39363304656378667,MLP
0.75,0.6780779117853261,0.23812904917057465,0.00010857131389275282,0.3669167559842801,0.4830230010952902,0.25568380552640785,0.6441090555014606,0.18365650969529085,0.28178046020369674,0.15185230468272404,0.3755656108597285,0.4217855588658655,0.5514346946065007,0.25521988527724665,0.7351587301587301,0.35519722624617067,0.47635761921476205,0.24618785527384282,0.6351541084442067,0.34370257966616086,0.475316074653823,0.23236567354214413,0.6337547662050973,0.2447552688053706,0.4041319700642985,0.16757189966206903,0.5387328396588307,0.5514346946065007,0.4217855588658655,MLP
0.8,0.6769170586980157,0.25390043458520417,0.0001525273114201627,0.39138978206502323,0.5082146768893757,0.27946834557537603,0.6353263350068462,0.19593721144967682,0.2968691059977367,0.16322288788360434,0.3708765315739868,0.449837646034881,0.5816763900464341,0.28045889101338434,0.7271171305253759,0.3788976228359733,0.5036855036855037,0.26662456013714697,0.6295832027577561,0.3666022899710305,0.5016556291390728,0.2523554876496053,0.6270931326434619,0.26101909426071646,0.4254031833034679,0.1814107341575718,0.5317539791293349,0.5816763900464341,0.449837646034881,MLP
0.8500000000000001,0.6755326715369999,0.2689077451577947,0.0012238323094836512,0.41586280814576637,0.5363271266885725,0.30045470444211264,0.6310137457044673,0.2090489381348107,0.3149754809505847,0.17471573541997798,0.36881625441696114,0.4779566832926054,0.6103702821764496,0.3078393881453155,0.7180977727973106,0.4025742715334014,0.5289073860502432,0.28891094469006584,0.622227465785748,0.3895709753069389,0.5281456953642384,0.27234530175706645,0.6212818696883853,0.27733450723600944,0.4468852113418362,0.19522404516636208,0.5257440476190476,0.6103702821764496,0.4779566832926054,MLP
0.9,0.6733532143183735,0.2856694416952974,0.00013098887263166573,0.44033583422650946,0.5629791894852135,0.322840153899965,0.6255578093306288,0.2204062788550323,0.32893247831007166,0.18523046827240494,0.3653121072475911,0.5060757205503297,0.6385283962376473,0.33590822179732316,0.7094853816642414,0.4262509202308295,0.5524244095672667,0.31273120996120185,0.613794640369937,0.41247068561180855,0.5528296207104154,0.2937356760886173,0.6142140468227425,0.293646481043306,0.4673447876040898,0.20952740712003184,0.5192719862267664,0.6385283962376473,0.5060757205503297,MLP
0.95,0.6710289679838243,0.3016001133020523,6.549443634715152e-05,0.4648088603072526,0.588170865279299,0.3466246939489332,0.6191391237509608,0.23259464450600184,0.3410033949453037,0.1974569018217386,0.3588725684795554,0.5341947578080541,0.6669246338849864,0.3636711281070746,0.70203032961524,0.44992756892825764,0.5762924334352906,0.3362356762609402,0.6066188113585981,0.43537039591667814,0.5769114990969295,0.31563534504710977,0.607256020278834,0.30998596819457436,0.4876146305470644,0.22396349120460649,0.5132358488472718,0.6669246338849864,0.5341947578080541,MLP
