accuracy,DPD,EOD,OCF_violation,OCF_violation_ratio_spread,TPR_AIAN_NH,FPR_AIAN_NH,rho_AIAN_NH,pi_AIAN_NH,TPR_Asian_NH,FPR_Asian_NH,rho_Asian_NH,pi_Asian_NH,TPR_Black_NH,FPR_Black_NH,rho_Black_NH,pi_Black_NH,TPR_Hispanic,FPR_Hispanic,rho_Hispanic,pi_Hispanic,TPR_Other_NH,FPR_Other_NH,rho_Other_NH,pi_Other_NH,TPR_White_NH,FPR_White_NH,rho_White_NH,pi_White_NH,bootstrap_id,method
0.6664312785132952,0.1879066246836994,0.17631439689190306,0.29162631076323986,0.950970668390768,0.5396399846801991,0.32066508313539194,0.4235336451961137,0.46977329974811083,0.5962319911340968,0.4091187645544797,0.45573348058163077,0.24912571323394073,0.62538662859862,0.3262503835532372,0.4947400160814795,0.5632538193513803,0.6397114462997529,0.3904362939524934,0.5073588566560977,0.4690502105910747,0.5990368183936616,0.33708427106776695,0.45389677866297196,0.4459300311742293,0.49924897924644057,0.23280436766257664,0.3194522319723983,0.3252002875747746,0,Unmitigated
0.6576448653207206,8.604997707689632e-05,0.1087737706636897,0.24923433659517555,0.8127337448992624,0.47950976637303716,0.2599253478113336,0.36308024469233535,0.46977329974811083,0.5031400073882527,0.3165829145728643,0.36305908337934845,0.24912571323394073,0.4834641922436355,0.2078091439091746,0.36307290270704906,0.5632538193513803,0.4860515562730162,0.25446766789963904,0.36309213951067154,0.4690502105910747,0.49665993475221376,0.2556889222305576,0.36314513335642534,0.4459300311742293,0.5496943028200301,0.27311654746672515,0.36305971304440554,0.3252002875747746,0,DP
0.6684811875755697,0.31385201555973663,0.32315345759414554,0.0005225056483479407,0.0011489850631940524,0.5890463423975488,0.3651170682049542,0.4703130622526088,0.46977329974811083,0.36867380864425564,0.20982963598480206,0.24940180379164367,0.24912571323394073,0.6918272662384012,0.3974378643755753,0.5632538193513803,0.5632538193513803,0.6013721434697069,0.35219929586879983,0.4690738725095831,0.4690502105910747,0.5903371135622184,0.32970742685671417,0.4459300311742293,0.4459300311742293,0.5054898559309484,0.23831492233737236,0.3252002875747746,0.3252002875747746,0,OCF
0.5992872311240716,0.107892085468145,0.08194847541920602,0.307318663204015,1.0021422065492123,0.7073918039065492,0.4832032575500509,0.5885210507376755,0.46977329974811083,0.6811968969338751,0.484127956857458,0.5332228971102522,0.24912571323394073,0.7631453723530811,0.48373734274317276,0.6411149825783972,0.5632538193513803,0.728093628613227,0.4838896564018004,0.5984335809947471,0.4690502105910747,0.7466210967842163,0.4832458114528632,0.600692760651195,0.4459300311742293,0.7485561361568893,0.4840061375650587,0.5700378731850282,0.3252002875747746,0,EO
0.6652729655859133,0.1871541688100547,0.18057486316847318,0.29183738487670224,0.9497274655169391,0.5483516483516484,0.3165492957746479,0.4301615798922801,0.49012567324955114,0.5822598454177401,0.41488839833210694,0.4567197129978843,0.2499310091067979,0.6247059533144339,0.3271335629544585,0.4935568749156659,0.5592700040480367,0.6409374220892545,0.38914188766854185,0.5080913009681295,0.47240477704755846,0.5965283018867924,0.3452993598594201,0.45936129385964913,0.45401589912280704,0.49978903843719674,0.23431353516363376,0.3209371321580748,0.3262960082052412,1,Unmitigated
0.6564713114337679,0.0004501979433602643,0.10672243018788438,0.24962724759347293,0.8082175252501697,0.4805860805860806,0.25316901408450704,0.3646319569120287,0.49012567324955114,0.5034965034965035,0.3187392690703949,0.36491583111029346,0.2499310091067979,0.48476988961939804,0.21201683888251052,0.36455943867224394,0.5592700040480367,0.48536524557466965,0.2563621751942138,0.3645443196004994,0.47240477704755846,0.48950943396226415,0.26145349566963727,0.36499451754385964,0.45401589912280704,0.5506518712290621,0.27441223651541313,0.36454812663055075,0.3262960082052412,1,DP
0.667393999126185,0.309280740722821,0.31241450382342,0.0001089309885659757,0.0003680529996319404,0.6102564102564103,0.37464788732394366,0.49012567324955114,0.49012567324955114,0.3735737946264262,0.20885454991415256,0.2500229969644007,0.2499310091067979,0.6859882984498462,0.39854573287409106,0.5593037376872217,0.5592700040480367,0.6039391672899527,0.3546298776676489,0.47240477704755846,0.47240477704755846,0.5913962264150944,0.33990209614660477,0.45408442982456143,0.45401589912280704,0.5058858276022109,0.23933545176814378,0.32630977538840666,0.3262960082052412,1,OCF
0.6585745638545403,0.11582264569763878,0.10260777726912756,0.15761220037454127,0.5103006333002428,0.5113553113553113,0.27359154929577467,0.39012567324955116,0.49012567324955114,0.465218991534781,0.27716458180034337,0.32416521019225464,0.2499310091067979,0.5678267688039086,0.2777650210486031,0.4399878558898934,0.5592700040480367,0.5150336574420344,0.27748013215465667,0.3897015523049019,0.47240477704755846,0.5206037735849056,0.27739425128655704,0.38781524122807015,0.45401589912280704,0.5546179486097633,0.2771096647628,0.36765951002595115,0.3262960082052412,1,EO
0.6664261981934383,0.18853708114039053,0.1881964570867377,0.3035171964965215,1.0051949560352171,0.5509672619047619,0.32640630598351844,0.43657601752144554,0.49060047453914946,0.5822021116138764,0.4214755295836377,0.46070311062028346,0.24406405300938708,0.6332559109046513,0.32264034546576187,0.49789979501999393,0.564232669108505,0.6368107302533532,0.3937286919074107,0.5090754797039272,0.4745179388053369,0.6074455205811138,0.33418497700562083,0.45926849542809645,0.457744527569964,0.5010185019050735,0.2332790724969,0.32053839856353666,0.32591137681707794,2,Unmitigated
0.6571800160538107,0.0006411567894556991,0.11840860317776467,0.25688701525181834,0.8507640917308912,0.47470238095238093,0.2590469365818703,0.364847599926994,0.49060047453914946,0.49434389140271495,0.32383735086437787,0.3654518682127738,0.24406405300938708,0.4879399678399142,0.2054287476866132,0.36483080748681074,0.564232669108505,0.4846497764530551,0.2565942939171003,0.3648107114233181,0.4745179388053369,0.503177966101695,0.2480838017373531,0.36485175949016346,0.457744527569964,0.5520702502453904,0.2745513275194293,0.3649979017178395,0.32591137681707794,2,DP
0.6689307958829088,0.32007658591321697,0.33897812365005925,0.00011385693326435329,0.00037707390648566985,0.6063988095238095,0.3790756001433178,0.49060047453914946,0.49060047453914946,0.3563348416289593,0.20793766739712685,0.24415608319528806,0.24406405300938708,0.6953129652790185,0.3945095619987662,0.564232669108505,0.564232669108505,0.6048186785891704,0.35685447694240086,0.4745179388053369,0.4745179388053369,0.6054782082324455,0.3330352580480327,0.457744527569964,0.457744527569964,0.506876207162232,0.2384330014747381,0.3259216962375393,0.32591137681707794,2,OCF
0.6604136396427519,0.13010183896653998,0.12867604952125017,0.1535935318000457,0.5086744514878285,0.5100446428571429,0.27409530634181295,0.38985216280343127,0.49060047453914946,0.45324283559577677,0.27428780131482833,0.31796429228787043,0.24406405300938708,0.5819188851170269,0.2747532387415176,0.4480661312544104,0.564232669108505,0.5083457526080477,0.27386506369998204,0.3851303568902928,0.4745179388053369,0.5420702179176755,0.2743995912110373,0.3969243557772236,0.457744527569964,0.5516164100182591,0.27382161282256706,0.36435809764923605,0.32591137681707794,2,EO
